1.047007253981245611e+00
5.726708255243574408e-01
4.304589376929386368e-01
3.983146510978352040e-01
3.055823382755517015e-01
2.624072208099132997e-01
2.459287169338247869e-01
2.198691958772917010e-01
2.087580226143445628e-01
